STATELINK,CITYLINK,TYPE,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
PENNSYLVANIA,HIGHSPIRE,ASSAULTS,,,2,12,12,27,12,15,9,16,13,7
PENNSYLVANIA,HIGHSPIRE,THEFTS,,,80,98,72,80,38,23,43,58,29,61
PENNSYLVANIA,HIGHSPIRE,BURGLARIES,,,13,13,14,15,5,1,10,15,7,10
ILLINOIS,HIGHWOOD,ARSON,1,0,0,0,1,1,2,1,0,0,0,0
ILLINOIS,HIGHWOOD,AUTO THEFTS,5,5,5,2,6,2,0,0,1,2,2,1
ILLINOIS,HIGHWOOD,MURDERS,0,0,0,0,0,0,0,0,0,1,0,0
ILLINOIS,HIGHWOOD,RAPES,2,0,0,1,1,3,4,1,3,2,0,3
ILLINOIS,HIGHWOOD,ASSAULTS,5,6,6,4,7,13,11,10,5,0,1,4
ILLINOIS,HIGHWOOD,THEFTS,46,82,82,46,47,40,34,45,24,39,38,54
ILLINOIS,HIGHWOOD,BURGLARIES,9,13,13,3,11,16,24,10,11,5,6,2
ILLINOIS,HIGHWOOD,ROBBERIES,1,1,1,2,2,2,1,0,2,6,3,0
UTAH,HILDALE,ASSAULTS,1,1,3,0,,0,1,2,3,5,5,
UTAH,HILDALE,AUTO THEFTS,0,0,0,0,,0,0,0,0,0,0,
UTAH,HILDALE,MURDERS,0,0,0,0,,0,0,0,0,0,0,
UTAH,HILDALE,BURGLARIES,1,0,2,2,,1,4,4,2,4,0,
UTAH,HILDALE,THEFTS,3,2,2,1,,0,4,0,2,1,11,
UTAH,HILDALE,ARSON,0,0,0,0,,0,0,0,0,0,0,
UTAH,HILDALE,ROBBERIES,0,0,0,0,,0,0,0,0,0,0,
UTAH,HILDALE,RAPES,0,0,0,0,,0,0,0,0,0,0,
KANSAS,HILL CITY,ROBBERIES,,,,0,0,0,0,0,,0,0,
KANSAS,HILL CITY,THEFTS,,,,12,11,16,11,28,,26,22,
KANSAS,HILL CITY,AUTO THEFTS,,,,0,0,2,2,1,,1,1,
KANSAS,HILL CITY,BURGLARIES,,,,1,3,5,5,9,,5,4,
KANSAS,HILL CITY,ASSAULTS,,,,2,3,1,3,2,,5,0,
KANSAS,HILL CITY,RAPES,,,,2,1,1,0,0,,0,1,
KANSAS,HILL CITY,MURDERS,,,,0,0,0,0,0,,0,0,
KANSAS,HILL CITY,ARSON,,,,0,0,0,0,0,,0,0,
TEXAS,HILL COUNTRY VILLAGE,MURDERS,0,0,1,0,0,0,0,0,1,0,0,0
TEXAS,HILL COUNTRY VILLAGE,AUTO THEFTS,2,2,1,3,3,3,5,3,3,1,3,4
TEXAS,HILL COUNTRY VILLAGE,ROBBERIES,1,3,3,0,0,0,0,2,0,0,0,1
TEXAS,HILL COUNTRY VILLAGE,ASSAULTS,0,0,0,0,0,1,0,0,0,0,0,0
TEXAS,HILL COUNTRY VILLAGE,ARSON,0,0,0,0,0,1,0,0,0,0,0,0
TEXAS,HILL COUNTRY VILLAGE,BURGLARIES,11,19,10,10,9,9,11,24,7,4,8,7
TEXAS,HILL COUNTRY VILLAGE,THEFTS,53,59,56,57,44,34,38,49,32,27,23,41
TEXAS,HILL COUNTRY VILLAGE,RAPES,0,0,0,0,0,0,0,1,0,0,0,1
OHIO,HILLIARD,AUTO THEFTS,24,20,31,21,31,27,44,36,37,27,20,31
OHIO,HILLIARD,ARSON,12,12,15,17,12,10,9,2,10,7,8,4
OHIO,HILLIARD,RAPES,5,3,7,4,2,3,7,6,4,4,0,1
OHIO,HILLIARD,MURDERS,0,0,0,0,0,0,0,0,0,0,2,0
OHIO,HILLIARD,BURGLARIES,124,120,136,204,148,153,132,159,154,159,141,148
OHIO,HILLIARD,ROBBERIES,15,4,5,7,19,19,14,14,22,11,11,15
OHIO,HILLIARD,ASSAULTS,9,8,3,7,12,8,12,6,7,6,5,4
OHIO,HILLIARD,THEFTS,553,613,545,588,602,724,654,698,739,642,592,584
FLORIDA,HILLSBORO BEACH,AUTO THEFTS,3,5,0,2,1,1,0,2,1,1,5,1
FLORIDA,HILLSBORO BEACH,ASSAULTS,0,1,1,1,1,3,1,0,3,1,3,0
FLORIDA,HILLSBORO BEACH,ROBBERIES,1,0,0,0,0,0,0,0,0,2,1,0
FLORIDA,HILLSBORO BEACH,THEFTS,20,18,14,8,16,14,22,18,23,31,34,21
FLORIDA,HILLSBORO BEACH,RAPES,0,0,0,2,1,0,0,0,1,0,0,0
FLORIDA,HILLSBORO BEACH,BURGLARIES,4,2,5,2,6,3,0,17,6,6,10,9
FLORIDA,HILLSBORO BEACH,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
FLORIDA,HILLSBORO BEACH,ARSON,0,0,0,0,0,0,0,0,0,0,0,0
ILLINOIS,HILLSBORO,THEFTS,23,8,8,56,51,51,41,44,30,41,50,58
ILLINOIS,HILLSBORO,RAPES,2,1,1,1,0,0,0,0,0,2,1,0
ILLINOIS,HILLSBORO,BURGLARIES,33,43,43,21,16,19,4,15,9,5,19,11
ILLINOIS,HILLSBORO,ROBBERIES,0,0,0,0,0,0,0,0,0,19,10,1
ILLINOIS,HILLSBORO,ASSAULTS,10,8,8,12,11,14,6,11,12,0,0,5
ILLINOIS,HILLSBORO,ARSON,0,0,0,1,0,0,0,0,0,0,1,2
ILLINOIS,HILLSBORO,MURDERS,0,0,0,2,0,0,0,0,0,0,0,0
ILLINOIS,HILLSBORO,AUTO THEFTS,2,5,5,5,2,7,1,6,2,5,0,7
KANSAS,HILLSBORO,RAPES,,0,0,1,0,1,0,1,1,3,0,
KANSAS,HILLSBORO,BURGLARIES,,11,36,13,14,29,11,25,17,9,28,
KANSAS,HILLSBORO,ROBBERIES,,0,0,0,0,0,0,0,0,0,0,
KANSAS,HILLSBORO,THEFTS,,31,14,26,45,24,36,39,26,41,20,
KANSAS,HILLSBORO,AUTO THEFTS,,0,2,0,1,4,2,4,3,2,0,
KANSAS,HILLSBORO,ARSON,,0,0,0,0,0,0,0,0,1,1,
KANSAS,HILLSBORO,ASSAULTS,,6,6,0,1,4,3,6,2,1,7,
KANSAS,HILLSBORO,MURDERS,,0,0,0,0,0,0,0,0,0,0,
MISSOURI,HILLSBORO,RAPES,,,0,,0,0,0,0,2,,,
MISSOURI,HILLSBORO,ARSON,,,0,,0,1,1,1,1,,,
MISSOURI,HILLSBORO,ROBBERIES,,,0,,0,1,0,2,0,,,
MISSOURI,HILLSBORO,AUTO THEFTS,,,5,,9,2,5,4,3,,,
MISSOURI,HILLSBORO,THEFTS,,,201,,199,174,50,91,87,,,
MISSOURI,HILLSBORO,MURDERS,,,0,,0,0,0,0,0,,,
MISSOURI,HILLSBORO,ASSAULTS,,,23,,52,4,10,17,12,,,
MISSOURI,HILLSBORO,BURGLARIES,,,6,,4,7,6,16,18,,,
NORTH DAKOTA,HILLSBORO,THEFTS,,,,,,19,,,3,,,10
NORTH DAKOTA,HILLSBORO,MURDERS,,,,,,0,,,0,,,0
NORTH DAKOTA,HILLSBORO,AUTO THEFTS,,,,,,3,,,1,,,1
NORTH DAKOTA,HILLSBORO,ASSAULTS,,,,,,0,,,0,,,1
NORTH DAKOTA,HILLSBORO,ROBBERIES,,,,,,0,,,0,,,0
NORTH DAKOTA,HILLSBORO,RAPES,,,,,,0,,,0,,,0
NORTH DAKOTA,HILLSBORO,ARSON,,,,,,0,,,0,,,0
NORTH DAKOTA,HILLSBORO,BURGLARIES,,,,,,8,,,1,,,2
OHIO,HILLSBORO,AUTO THEFTS,,,6,6,,3,8,9,3,1,3,0
OHIO,HILLSBORO,ROBBERIES,,,4,4,,1,3,1,6,1,1,1
OHIO,HILLSBORO,THEFTS,,,243,255,,187,241,295,377,342,323,243
OHIO,HILLSBORO,BURGLARIES,,,50,29,,24,34,44,61,31,42,37
OHIO,HILLSBORO,RAPES,,,4,3,,1,0,3,2,0,2,3
OHIO,HILLSBORO,ARSON,,,0,1,,2,2,1,0,2,0,2
OHIO,HILLSBORO,ASSAULTS,,,2,0,,5,0,6,0,1,3,0
OHIO,HILLSBORO,MURDERS,,,1,0,,0,0,0,0,0,0,0
OREGON,HILLSBORO,RAPES,35,37,30,40,30,34,39,36,31,,23,34
OREGON,HILLSBORO,MURDERS,2,2,0,2,2,2,0,0,4,,1,2
OREGON,HILLSBORO,BURGLARIES,446,376,444,447,473,299,456,293,235,,252,323
OREGON,HILLSBORO,ROBBERIES,56,60,70,65,63,77,71,62,60,,35,52
OREGON,HILLSBORO,THEFTS,"2,324","2,755","2,810","3,051","2,807","2,204","2,081","2,079","1,527",,"1,683","1,716"
OREGON,HILLSBORO,ARSON,55,35,36,12,13,16,32,16,13,,9,6
OREGON,HILLSBORO,AUTO THEFTS,357,445,368,360,367,249,307,164,124,,130,115
OREGON,HILLSBORO,ASSAULTS,78,84,82,58,68,79,85,64,52,,87,92
TEXAS,HILLSBORO,ROBBERIES,3,7,11,10,11,10,11,4,11,7,1,8
TEXAS,HILLSBORO,AUTO THEFTS,15,33,30,12,18,18,20,18,10,7,7,5
TEXAS,HILLSBORO,THEFTS,394,387,440,311,260,186,221,217,210,203,181,237
TEXAS,HILLSBORO,ARSON,0,0,0,0,0,0,6,1,0,0,0,1
TEXAS,HILLSBORO,RAPES,5,7,8,4,6,9,3,7,4,2,4,3
TEXAS,HILLSBORO,MURDERS,0,1,1,0,0,0,0,0,0,0,0,0
TEXAS,HILLSBORO,BURGLARIES,87,79,82,56,53,57,43,49,57,52,54,55
TEXAS,HILLSBORO,ASSAULTS,14,24,22,30,21,14,26,14,13,14,17,17
WISCONSIN,HILLSBORO,ASSAULTS,0,,0,0,,,0,0,,,,
WISCONSIN,HILLSBORO,ROBBERIES,0,,0,0,,,0,0,,,,
WISCONSIN,HILLSBORO,BURGLARIES,0,,0,0,,,0,9,,,,
WISCONSIN,HILLSBORO,THEFTS,10,,28,3,,,1,1,,,,
WISCONSIN,HILLSBORO,ARSON,0,,,0,,,0,0,,,,
WISCONSIN,HILLSBORO,RAPES,0,,0,0,,,0,0,,,,
WISCONSIN,HILLSBORO,AUTO THEFTS,0,,0,0,,,0,0,,,,
WISCONSIN,HILLSBORO,MURDERS,0,,0,0,,,0,0,,,,
ALABAMA,HILLSBORO,ROBBERIES,,,0,0,0,,,0,0,0,,
ALABAMA,HILLSBORO,ASSAULTS,,,0,0,0,,,1,2,2,,
ALABAMA,HILLSBORO,BURGLARIES,,,0,1,2,,,1,0,0,,
ALABAMA,HILLSBORO,THEFTS,,,1,0,1,,,4,2,0,,
ALABAMA,HILLSBORO,MURDERS,,,0,0,0,,,0,0,0,,
ALABAMA,HILLSBORO,ARSON,,,,,,,,,,,,
ALABAMA,HILLSBORO,RAPES,,,0,0,0,,,0,0,1,,
ALABAMA,HILLSBORO,AUTO THEFTS,,,0,0,0,,,1,1,1,,
CALIFORNIA,HILLSBOROUGH,ARSON,0,0,0,1,0,0,0,0,0,0,0,1
CALIFORNIA,HILLSBOROUGH,AUTO THEFTS,5,2,4,4,7,5,4,0,3,0,3,1
CALIFORNIA,HILLSBOROUGH,ASSAULTS,8,4,7,1,3,2,2,2,0,2,0,0
CALIFORNIA,HILLSBOROUGH,MURDERS,0,0,0,1,0,0,0,0,0,1,0,0
CALIFORNIA,HILLSBOROUGH,RAPES,3,0,0,0,2,0,0,0,0,1,0,0
CALIFORNIA,HILLSBOROUGH,ROBBERIES,0,2,0,1,0,0,0,1,2,0,0,1
CALIFORNIA,HILLSBOROUGH,BURGLARIES,18,20,21,26,43,12,27,33,34,26,29,31
CALIFORNIA,HILLSBOROUGH,THEFTS,43,69,37,50,49,80,64,41,45,69,41,54
NORTH CAROLINA,HILLSBOROUGH,RAPES,0,2,0,,0,1,1,,5,3,1,0
NORTH CAROLINA,HILLSBOROUGH,BURGLARIES,171,159,214,,72,69,138,,117,92,84,73
NORTH CAROLINA,HILLSBOROUGH,MURDERS,0,0,0,,0,0,1,,0,0,0,0
NORTH CAROLINA,HILLSBOROUGH,ROBBERIES,14,18,17,,6,11,13,,14,10,13,8
NORTH CAROLINA,HILLSBOROUGH,THEFTS,405,367,343,,156,208,317,,302,268,358,390
NORTH CAROLINA,HILLSBOROUGH,ARSON,10,0,0,,1,1,0,,1,0,2,1
NORTH CAROLINA,HILLSBOROUGH,AUTO THEFTS,32,31,20,,11,23,20,,15,9,21,4
NORTH CAROLINA,HILLSBOROUGH,ASSAULTS,56,49,36,,34,36,17,,14,18,13,10
NEW JERSEY,HILLSDALE,BURGLARIES,23,10,9,6,7,7,7,9,13,5,4,11
NEW JERSEY,HILLSDALE,RAPES,0,0,0,0,0,0,1,3,0,0,0,1
NEW JERSEY,HILLSDALE,ASSAULTS,0,3,3,7,2,3,2,2,4,1,3,1
NEW JERSEY,HILLSDALE,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,HILLSDALE,ROBBERIES,1,0,2,2,0,0,1,1,1,0,0,0
NEW JERSEY,HILLSDALE,AUTO THEFTS,1,2,4,1,0,1,0,0,1,0,1,0
NEW JERSEY,HILLSDALE,THEFTS,57,85,89,51,50,81,66,56,43,45,42,65
NEW JERSEY,HILLSDALE,ARSON,0,1,0,0,0,0,0,0,0,0,0,0
MICHIGAN,HILLSDALE,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
MICHIGAN,HILLSDALE,BURGLARIES,47,41,31,27,28,26,35,22,42,39,50,43
MICHIGAN,HILLSDALE,ASSAULTS,18,5,6,3,5,7,11,4,3,6,22,9
MICHIGAN,HILLSDALE,THEFTS,190,194,154,210,150,127,138,138,177,130,240,184
MICHIGAN,HILLSDALE,ROBBERIES,1,0,1,2,0,1,0,4,3,0,1,1
MICHIGAN,HILLSDALE,AUTO THEFTS,13,14,11,6,11,5,9,0,7,9,6,5
MICHIGAN,HILLSDALE,RAPES,5,11,3,3,3,6,1,2,2,2,3,2
MICHIGAN,HILLSDALE,ARSON,0,3,3,4,0,0,1,0,2,2,4,1
ILLINOIS,HILLSDALE,MURDERS,0,0,0,0,0,0,0,0,0,0,0,
ILLINOIS,HILLSDALE,THEFTS,6,5,5,0,0,1,2,0,0,5,1,
ILLINOIS,HILLSDALE,ARSON,0,1,1,0,0,0,0,0,0,0,0,
ILLINOIS,HILLSDALE,RAPES,1,0,0,0,0,15,0,0,0,0,0,
ILLINOIS,HILLSDALE,AUTO THEFTS,0,1,1,0,0,0,1,0,0,0,0,
ILLINOIS,HILLSDALE,ROBBERIES,0,0,0,0,0,0,0,0,0,0,2,
ILLINOIS,HILLSDALE,ASSAULTS,8,4,4,0,0,1,3,0,0,0,0,
ILLINOIS,HILLSDALE,BURGLARIES,0,1,1,0,0,2,0,0,0,2,0,
MISSOURI,HILLSDALE,ARSON,,0,1,0,0,2,,0,0,1,1,0
MISSOURI,HILLSDALE,AUTO THEFTS,,1,2,0,2,4,,6,13,3,15,4
MISSOURI,HILLSDALE,BURGLARIES,,15,8,2,8,41,,41,29,29,41,19
MISSOURI,HILLSDALE,ROBBERIES,,0,2,1,1,7,,7,12,4,3,1
MISSOURI,HILLSDALE,RAPES,,0,0,1,0,1,,1,1,2,1,1
MISSOURI,HILLSDALE,THEFTS,,0,0,0,0,,,22,14,14,33,23
MISSOURI,HILLSDALE,MURDERS,,0,0,2,0,0,,0,1,1,1,1
MISSOURI,HILLSDALE,ASSAULTS,,12,6,8,10,,,41,22,18,32,32
ILLINOIS,HILLSIDE,ASSAULTS,18,28,28,25,39,21,21,28,19,16,14,
ILLINOIS,HILLSIDE,ARSON,2,0,0,0,1,0,2,2,0,1,5,
ILLINOIS,HILLSIDE,BURGLARIES,38,29,29,41,51,32,30,55,57,54,63,
ILLINOIS,HILLSIDE,THEFTS,246,234,234,221,210,188,196,214,285,274,226,
ILLINOIS,HILLSIDE,ROBBERIES,11,9,9,11,13,28,19,19,17,30,16,
ILLINOIS,HILLSIDE,RAPES,6,6,6,13,4,8,4,1,8,3,1,
ILLINOIS,HILLSIDE,MURDERS,0,0,0,1,1,0,0,0,0,0,0,
ILLINOIS,HILLSIDE,AUTO THEFTS,31,47,47,18,28,18,11,18,11,13,15,
MINNESOTA,HILLTOP,ROBBERIES,1,3,,5,6,8,7,2,1,3,3,0
MINNESOTA,HILLTOP,MURDERS,0,0,,0,0,0,0,0,0,0,0,0
MINNESOTA,HILLTOP,BURGLARIES,11,17,,8,19,14,15,10,19,6,11,10
MINNESOTA,HILLTOP,RAPES,2,1,,1,2,,,,,,,
MINNESOTA,HILLTOP,ASSAULTS,8,6,,3,13,8,6,8,6,5,11,5
MINNESOTA,HILLTOP,ARSON,1,1,,0,0,2,0,0,1,0,0,1
MINNESOTA,HILLTOP,THEFTS,42,55,,58,70,67,74,52,66,60,51,81
MINNESOTA,HILLTOP,AUTO THEFTS,8,4,,7,15,10,9,11,5,3,4,1
KENTUCKY,HILLVIEW,ARSON,,,,,0,0,1,,2,0,0,0
KENTUCKY,HILLVIEW,RAPES,,,,1,0,0,1,2,1,1,0,1
KENTUCKY,HILLVIEW,THEFTS,,,,109,90,78,84,120,149,136,134,145
KENTUCKY,HILLVIEW,ROBBERIES,,,,1,4,3,1,5,4,4,5,3
KENTUCKY,HILLVIEW,BURGLARIES,,,,50,28,34,31,45,54,56,92,63
KENTUCKY,HILLVIEW,MURDERS,,,,0,0,0,1,0,0,0,0,0
KENTUCKY,HILLVIEW,ASSAULTS,,,,4,8,6,7,10,8,5,2,3
KENTUCKY,HILLVIEW,AUTO THEFTS,,,,8,11,7,12,12,16,9,15,7
ILLINOIS,HINCKLEY,ARSON,0,0,0,0,0,0,0,0,0,0,0,
ILLINOIS,HINCKLEY,ROBBERIES,0,2,2,0,0,0,0,0,0,3,4,
ILLINOIS,HINCKLEY,THEFTS,19,24,24,25,33,19,26,19,13,14,20,
ILLINOIS,HINCKLEY,ASSAULTS,2,10,10,5,5,10,3,5,5,0,0,
ILLINOIS,HINCKLEY,AUTO THEFTS,3,0,0,0,0,1,1,0,0,1,1,
ILLINOIS,HINCKLEY,BURGLARIES,5,13,13,9,4,9,1,8,4,10,8,
ILLINOIS,HINCKLEY,MURDERS,0,0,0,0,0,0,0,0,0,0,0,
ILLINOIS,HINCKLEY,RAPES,1,1,1,1,0,1,0,0,0,0,0,
NEW JERSEY,HI-NELLA,ASSAULTS,4,4,8,2,5,6,1,3,6,1,3,4
NEW JERSEY,HI-NELLA,ARSON,1,0,0,0,0,0,1,2,2,0,0,0
NEW JERSEY,HI-NELLA,ROBBERIES,1,1,0,3,1,3,0,3,1,0,0,0
NEW JERSEY,HI-NELLA,THEFTS,21,8,12,24,23,8,12,13,19,21,15,19
NEW JERSEY,HI-NELLA,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,HI-NELLA,BURGLARIES,6,4,14,10,11,5,15,5,12,9,12,17
NEW JERSEY,HI-NELLA,RAPES,0,1,0,1,0,0,0,0,0,0,0,0
NEW JERSEY,HI-NELLA,AUTO THEFTS,4,4,3,6,3,1,2,2,1,4,4,0
OREGON,HINES,AUTO THEFTS,8,1,0,0,0,1,0,0,0,1,1,1
OREGON,HINES,ROBBERIES,1,0,0,1,0,0,0,0,0,0,0,0
OREGON,HINES,BURGLARIES,13,5,2,1,5,1,0,2,4,7,15,8
OREGON,HINES,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
OREGON,HINES,THEFTS,21,11,6,7,4,14,5,10,18,27,19,23
OREGON,HINES,ARSON,1,0,0,0,0,0,0,0,0,1,,1
OREGON,HINES,RAPES,0,0,0,0,0,0,0,0,0,0,0,0
OREGON,HINES,ASSAULTS,4,5,4,7,2,2,0,1,0,0,0,0
VERMONT,HINESBURG,RAPES,3,0,0,0,1,1,1,0,0,0,0,0
VERMONT,HINESBURG,AUTO THEFTS,7,4,4,4,2,3,2,5,3,0,2,3
VERMONT,HINESBURG,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
VERMONT,HINESBURG,ARSON,0,1,0,0,0,0,0,0,0,0,0,0
VERMONT,HINESBURG,ASSAULTS,0,4,3,1,1,0,0,8,0,0,1,2
VERMONT,HINESBURG,THEFTS,36,65,48,37,53,71,56,42,66,37,39,19
VERMONT,HINESBURG,ROBBERIES,0,2,0,0,0,1,2,0,0,0,0,0
VERMONT,HINESBURG,BURGLARIES,21,30,14,27,14,25,21,16,11,12,7,16
GEORGIA,HINESVILLE,ROBBERIES,47,45,63,50,55,,44,53,67,45,41,33
GEORGIA,HINESVILLE,AUTO THEFTS,92,65,73,80,60,,65,61,76,64,57,41
GEORGIA,HINESVILLE,THEFTS,"1,393","1,277","1,471","1,527","1,425",,"1,511","1,202","1,108","1,148","1,042","1,049"
GEORGIA,HINESVILLE,MURDERS,0,6,4,1,0,,4,1,2,5,2,2
GEORGIA,HINESVILLE,RAPES,11,13,9,13,14,,16,6,14,9,12,18
GEORGIA,HINESVILLE,ASSAULTS,130,90,92,105,103,,161,128,108,90,100,100
GEORGIA,HINESVILLE,BURGLARIES,306,316,302,401,414,,479,539,606,448,506,389
GEORGIA,HINESVILLE,ARSON,,,,,,,,,5,5,,6
ILLINOIS,HINSDALE,THEFTS,133,103,103,163,190,193,232,136,227,213,183,150
ILLINOIS,HINSDALE,ROBBERIES,1,5,5,0,3,3,0,6,5,3,1,1
ILLINOIS,HINSDALE,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
ILLINOIS,HINSDALE,RAPES,3,3,3,7,2,6,2,3,1,0,1,0
ILLINOIS,HINSDALE,ARSON,5,13,13,4,1,7,0,1,1,1,0,0
ILLINOIS,HINSDALE,AUTO THEFTS,10,15,15,17,4,7,7,1,6,7,2,2
ILLINOIS,HINSDALE,ASSAULTS,12,19,19,14,20,10,9,13,2,1,0,1
ILLINOIS,HINSDALE,BURGLARIES,54,45,45,54,75,68,88,63,43,23,23,29
WEST VIRGINIA,HINTON,ROBBERIES,0,0,4,1,,1,2,,,,,4
WEST VIRGINIA,HINTON,ARSON,0,0,2,0,,0,0,,,,,0
WEST VIRGINIA,HINTON,ASSAULTS,16,8,8,8,,10,8,,,,,9
WEST VIRGINIA,HINTON,AUTO THEFTS,3,2,3,2,,0,3,,,,,0
WEST VIRGINIA,HINTON,THEFTS,42,16,31,18,,34,31,,,,,115
WEST VIRGINIA,HINTON,RAPES,1,0,0,1,,0,0,,,,,0
WEST VIRGINIA,HINTON,BURGLARIES,21,10,4,5,,19,14,,,,,50
WEST VIRGINIA,HINTON,MURDERS,0,1,0,0,,1,0,,,,,0
OKLAHOMA,HINTON,AUTO THEFTS,2,1,2,5,3,3,4,3,3,,2,3
OKLAHOMA,HINTON,MURDERS,0,0,0,0,0,0,0,0,0,,0,0
OKLAHOMA,HINTON,RAPES,1,1,2,0,0,1,0,1,0,,1,0
OKLAHOMA,HINTON,ARSON,0,0,0,0,1,0,0,0,1,,0,0
OKLAHOMA,HINTON,ASSAULTS,15,11,3,3,0,0,0,1,3,,0,0
OKLAHOMA,HINTON,ROBBERIES,0,0,1,0,0,0,0,1,0,,1,0
OKLAHOMA,HINTON,THEFTS,37,20,18,20,10,17,13,6,7,,27,6
OKLAHOMA,HINTON,BURGLARIES,10,17,2,3,10,4,9,12,3,,8,2
GEORGIA,HIRAM,AUTO THEFTS,6,9,,,,,30,,,,,
GEORGIA,HIRAM,ASSAULTS,6,9,,,,,54,,,,,
GEORGIA,HIRAM,ROBBERIES,2,9,,,,,8,,,,,
GEORGIA,HIRAM,ARSON,0,0,,,,,,,,,,
GEORGIA,HIRAM,THEFTS,5,4,,,,,345,,,,,
GEORGIA,HIRAM,MURDERS,0,0,,,,,0,,,,,
GEORGIA,HIRAM,BURGLARIES,24,15,,,,,50,,,,,
GEORGIA,HIRAM,RAPES,0,2,,,,,2,,,,,
TEXAS,HITCHCOCK,ROBBERIES,3,3,5,4,1,2,3,14,9,10,2,6
TEXAS,HITCHCOCK,ASSAULTS,20,21,25,22,11,16,20,9,17,11,27,14
TEXAS,HITCHCOCK,AUTO THEFTS,26,14,27,28,20,34,32,27,26,26,14,11
TEXAS,HITCHCOCK,ARSON,1,1,0,0,0,1,1,3,1,2,2,1
TEXAS,HITCHCOCK,THEFTS,110,123,127,138,142,130,133,133,113,137,119,133
TEXAS,HITCHCOCK,MURDERS,0,0,0,0,0,0,0,1,0,1,0,1
TEXAS,HITCHCOCK,BURGLARIES,40,59,55,69,90,68,90,57,63,66,92,71
TEXAS,HITCHCOCK,RAPES,11,8,11,10,9,11,3,6,4,4,3,1
INDIANA,HOBART,ROBBERIES,,28,,,13,26,19,24,19,19,21,21
INDIANA,HOBART,AUTO THEFTS,,131,,,120,140,141,110,87,84,93,84
INDIANA,HOBART,RAPES,,7,,,11,10,8,5,3,2,8,6
INDIANA,HOBART,MURDERS,,0,,,3,0,2,1,1,0,0,0
INDIANA,HOBART,BURGLARIES,,107,,,165,154,167,186,162,158,161,110
INDIANA,HOBART,ASSAULTS,,81,,,159,128,57,45,30,57,36,24
INDIANA,HOBART,ARSON,,6,,,7,8,6,6,9,11,3,7
INDIANA,HOBART,THEFTS,,"1,045",,,"1,199","1,207","1,237","1,167","1,126","1,225","1,225","1,253"
OKLAHOMA,HOBART,MURDERS,1,0,0,0,0,0,0,0,0,0,1,0
OKLAHOMA,HOBART,AUTO THEFTS,5,6,4,2,2,3,4,1,2,2,1,8
OKLAHOMA,HOBART,BURGLARIES,63,55,35,38,15,16,12,19,25,48,36,60
OKLAHOMA,HOBART,ARSON,0,0,1,2,0,1,0,1,2,0,0,1
OKLAHOMA,HOBART,ASSAULTS,8,23,10,1,10,39,10,9,13,3,4,9
OKLAHOMA,HOBART,RAPES,1,1,2,0,0,3,1,2,2,0,2,1
OKLAHOMA,HOBART,THEFTS,75,97,89,29,28,32,35,43,44,53,53,86
OKLAHOMA,HOBART,ROBBERIES,5,5,2,2,2,1,0,0,1,1,2,4
GEORGIA,HOBOKEN,MURDERS,,0,,,,,,,0,0,0,0
GEORGIA,HOBOKEN,ROBBERIES,,0,,,,,,,0,0,0,0
GEORGIA,HOBOKEN,THEFTS,,0,,,,,,,3,2,3,3
GEORGIA,HOBOKEN,RAPES,,0,,,,,,,0,0,0,0
GEORGIA,HOBOKEN,ARSON,,0,,,,,,,0,0,0,0
GEORGIA,HOBOKEN,ASSAULTS,,0,,,,,,,1,0,0,0
GEORGIA,HOBOKEN,AUTO THEFTS,,0,,,,,,,0,1,0,0
GEORGIA,HOBOKEN,BURGLARIES,,0,,,,,,,0,1,1,0
NEW JERSEY,HOBOKEN,RAPES,7,0,2,3,2,0,4,3,3,4,5,11
NEW JERSEY,HOBOKEN,AUTO THEFTS,260,195,263,185,165,116,106,111,92,87,101,101
NEW JERSEY,HOBOKEN,ARSON,1,2,1,4,5,0,1,2,8,1,1,1
NEW JERSEY,HOBOKEN,MURDERS,0,1,1,0,1,2,0,1,0,0,0,0
NEW JERSEY,HOBOKEN,ASSAULTS,115,109,75,68,57,67,97,89,83,92,124,96
NEW JERSEY,HOBOKEN,THEFTS,882,872,855,920,815,667,640,672,717,674,629,743
NEW JERSEY,HOBOKEN,BURGLARIES,336,285,375,343,390,281,251,203,243,166,171,151
NEW JERSEY,HOBOKEN,ROBBERIES,37,68,62,72,54,46,50,56,56,35,66,43
ALABAMA,HOBSON CITY,AUTO THEFTS,3,0,3,0,1,1,2,,,,,
ALABAMA,HOBSON CITY,BURGLARIES,3,0,3,6,1,1,6,,,,,
ALABAMA,HOBSON CITY,ASSAULTS,2,2,0,3,4,3,0,,,,,
ALABAMA,HOBSON CITY,ARSON,,,,,,,,,,,,
ALABAMA,HOBSON CITY,RAPES,0,0,0,0,0,0,0,,,,,
ALABAMA,HOBSON CITY,THEFTS,5,0,11,9,13,3,2,,,,,
ALABAMA,HOBSON CITY,ROBBERIES,0,0,0,1,1,0,0,,,,,
